id,nom,nom_zh,prenom,prenom_zh,nationalite,sexe,descr_fr,descr_en,descr_zh,descr_ja,descr_de,enum( id_hosp ),",",enum( lang ),Hospitals They work in,,,
81,ZHANG,,Eva,,zh,F,,"Consulting Doctor of Traditional Chinese Medicine
\
Herbalist &amp; Acupuncturist
\

\
Dr. Eva Zhang earned her Master’s degree in Traditional Chinese Medicine at Nanjing TCM University in 1986 and is a third-generation TCM practitioner. Dr. Zhang traveled to the UK multiple times and spent time in the United States in 1999. She introduced the concepts of TCM to Western doctors and clients in both North American and Europe. In 1995, she was appointed as an Associate Professor at the Shanghai Traditional Chinese Medicine University.
\

\
Dr. Zhang has also individually and jointly published 5 books and monographs on Chinese medicine in China and abroad. Her recent books “Managing your Emotional Health Using Traditional Chinese Medicine”, “Your Guide to Health with Foods &amp; Herbs” are resources for understanding and utilizing TCM to achieve a health lifestyle. She is a TCM advisor for the American Herbal Pharmacopoeia and her specialties include stress management, dietary management, gynecology, pediatrics, allergies, dermatology, joint conditions and digestive conditions.
\
",,,,151,CHIN,"zh,en",Shanghai East International Medical Center　,,,
82,PEYROMAURE,,Michael,,fr,M,,,Michael Peyromaure博士，法国巴黎笛卡尔大学教授，现任法国巴黎笛卡尔大学附属科尚医院泌尿外科主任医师、内克尔医院泌尿外科主任医师、同济大学客座教授、南昌大学客座教授、东方中法泌尿外科法方副主任。现任欧洲泌尿外科协会委员、法国泌尿外科协会委员。兼任《Eur Urol》、《Br J Urol》、《Oncol Rep》、《Cancer》等10余家杂志特约评审员。长期从事前列腺癌的临床和基础研究，独立完成前列腺癌根治手术1000余例。发表SCI论文95篇。欢迎居住在中国的法侨和和居住在法国的华侨来咨询。,\N,\N,73,URO,"fr,en",Shanghai East Hospital South Campus,,,
83,CHEN,陈,Weihua,卫华,zh,M,,"- Urology physician
\
- Graduated from Shanghai Medical University.
\
- Further educated in COCHIN Hospital Paris, France. Research direction is urinary stones and the treatment of prostatic hyperplasia.",泌尿外科主治医师，毕业于上海医科大学。曾赴法国巴黎COCHIN医院进修，研究方向泌尿系结石、前列腺增生治疗。,\N,\N,73,URO,"fr,en,zh",Shanghai East Hospital South Campus,,,
84,DEBRE,贝,Bernard,德勃雷,fr,M,,,法国社会合作发展部前部长，现为法国国民议会议员，巴黎笛卡尔大学一级医学教授，巴黎科尚医院泌尿外科主任，北京大学泌尿外科医师培训学院名誉院长，同济大学顾问教授，同济大学附属上海市东方医院名誉院长，东方中法泌尿中心主任，上海市白玉兰奖获得者。曾在中国各省开展人道主意医学交流活动，受到上海市长韩正、原江西省省委书记、现公安部部长孟建柱、浙江省省长吕祖善的亲切接见。,,\N,73,URO,fr,Shanghai East Hospital South Campus,,,
85,ZHANG,,Guoqiang,,zh,M,,"Dr. Zhang is higly respected Urologist and is the Chief Physician in the Urology Department at Shanghai East Hospital. Dr. Zhang pioneered a number of urological procedures in mainland China and has over 20 years of experience in the field. He specializes in urology and extracorporeal shock wave lithotripsy treatment for lithiasis in urinary system. 
\

\
Dr. Zhang earned his medical degree at Shanghai Second Medical University and has studied in Europe. He is fluent in both French and Mandarin Chinese, and is available for services with the support of a translator at Shanghai East International Medical Center. 
\
",张国强主任医师，1975年毕业于上海第二医科大学。1984年9月至1986年1月在法国巴黎第五大学Necker医院泌尿外科任外籍住院医师。并获得外籍主治医师证书（Assistant etranger）。现任上海欧美同学会医务分会理事、上海男性病专家医疗会诊咨询服务中心会诊专家。临床经验丰富，擅长诊治各种泌尿外科疑难杂症，开展各种泌尿外科手术（包括隐匿阴茎整形手术）。尤其在泌尿系结石、肾肿瘤、前列腺疾病治疗方面有一定专长。,,,"73,151",URO,"zh,fr","Shanghai East Hospital South Campus,Shanghai East International Medical Center　",,,
86,WEN,,Xiaofei,,zh,\N,,,博士，副主任医师，毕业于上海第二军医大学，擅长泌尿系结石的微创治疗，特别是经皮肾镜碎石取石术。,\N,\N,73,URO,zh,Shanghai East Hospital South Campus,,,
87,WANG,王,Yuemin,跃闽,zh,\N,,"- Professor, Chief Physician, graduated from Shanghai Medical University.
\
- Senior visiting scholar to Royal Westminster Hospital affiliated to University of Sydney, Australia and urology department of Université Paris V, France.
\
- Director of urology training base (Shanghai) of Ministry of Health the endoscopy clinics Technology.
\
- Member of Shanghai Medical Association of Andrology Professional Committee, member of Shanghai Urology quality control group (chips), editorial board of &quot;tumor&quot; magazine.
\
- Long-term clinical and research work in the tumors of urinary system, urinary stones.
\
- Rich knowledge in diagnosis and treatment of prostate cancer and prostatic hyperplasia.",教授，主任医师，毕业于上海医科大学。曾赴澳大利亚悉尼大学附属皇家威斯敏医院作高级访问学者，法国巴黎第五大学附属科尚医院泌尿外科高级访问学者。现任卫生部内镜诊疗技术（上海）泌尿科培训基地主任、上海医学会男科学专业委员会委员、上海市泌尿外科质控组（筹）委员、《肿瘤》杂志编委。长期从事泌尿系统肿瘤，泌尿系结石的临床及科研工作。 在前列腺癌、前列腺增生诊治上有深厚的造诣。,\N,\N,73,URO,"en,zh",Shanghai East Hospital South Campus,,,
88,LIU,刘,Zhongmin,中民,zh,M,,"Chief Cardiac Surgeon, Co-Professor of Paris Descartes University, Licensed physician in Germany and France
\

\
Dr. Liu is an experienced MD/PhD and is fluent in Mandarin Chinese, English and German. He is currently the President of Shanghai East Hospital and specializes in congential heart disease, rheumatic valvular heart disease, coronary artery disease, and the transplantation of hearts and lungs for serious cases. 
\

\
Dr. Liu supports Shanghai East International Medical Center for severe cases and is active in a number of associations. He is s Co-Professor at University or Paris Descartes, a Board Member of the Asia-Pacific congress on Disaster Medicine and a committee member for the Chinese Medical Association of Thoracic and Cardiovascular Surgery.
\
","上海市东方医院（同济大学附属东方医院）院长、博导、教授、卫生部医院管理研究所临床学术委员会副主任委员、中华医学会急诊医学分会常务委员、中华医学会胸心血管外科学会委员等。
\
刘中民教授擅长于各种复杂、疑难先天性心脏病、风湿性瓣膜病、冠心病、大血管病、肺癌、食管癌的外科手术治疗。多项手术达到国内先进水平；如应用德国先进技术自制的异种无支架带瓣管道用于治疗复杂先心病，采用异种无支架主动脉瓣和生物二尖瓣治疗风湿性联合瓣膜病变，人工心脏以及心肺移植等。",,,"73,151","CAR,CHI","de,en,zh","Shanghai East Hospital South Campus,Shanghai East International Medical Center　",,,
90,LOOS,,Sarah,,be,F,"**********DEMO**********
\
Le Docteur Sarah LOOS possède 9 ans d'expérience en gynécologie. Elle a travaillé en Belgique et au Canada.
\
• Diplômée de la Faculté de Médecine de l'Université de Louvain, Belgique
\
• Ancienne interne Hôpital de Louvain, Belgique
\
• Gynécologue, Hôpital de Bruxelles, Belgique
\
• Gynécologue, Hôpital de Montréal, Canada
\
• Spécialisée en gynécologie et obstétrique","**********DEMO**********
\
Dr Sarah LOOS has 9 years of experience in gynecology. She has worked in Belgium and in Canada.
\
• MD, School of Medicine, University of Leuven, Belgium
\
• Trained in Leuven Hospital, Belgium
\
• Gynecologist, Brussels hospital, Belgium
\
• Gynecologist, Montreal hospital, Canada
\
• Specialized in gynecology and obstetrics","********** 测试 **********
\
Sarah LOOS 医生有9年妇科方面的经验。曾就职于比利时和加拿大。
\
• 硕士学位，曾就读于比利时鲁汶大学医学院
\
• 曾在比利时鲁汶医院实习
\
• 比利时布鲁塞尔医院妇科医生
\
• 加拿大蒙特利尔医院妇科医生
\
• 精通妇产科专业
\
",\N,\N,86,GYN,"nl,fr,en",Amicare Test Hospital,,,
91,DUPONT,,Jean,,fr,\N,"**********DEMO**********
\
Le Docteur Jean Dupont est diplômé de la faculté de médecine de Paris. Il possède 10 ans d'expérience en médecine générale. Il a travaillé au Vietnam et aux Philippines au sein de l'ONG Médecins sans frontières.
\
• Faculté de Médecine de l'Université Paris VII
\
• Spécialisation en médecine tropicale, Université Paris VII
\
• Ancien interne des Hôpitaux de Paris
\
• Médecin spécialiste des maladies tropicales, Hôpital Cochin (Paris)","**********DEMO**********
\
Dr Jean Dupont is graduated from Paris School of Medecine. He has 10 years of experience in family medicine. He has worked in Vietnam and in Philippines for the French Doctors NGO.
\
• School of Medicine, Paris VII, France
\
• Specialization in Tropical Medicine, Paris VII University, France
\
• Trained in Hôpitaux de Paris, France
\
• Tropical medicine specialist, Hôpital Cochin, Paris, France","********** 测试 **********
\
Jean Dupont 医生毕业于巴黎学派医学院。有10年全科经验。曾在越南和菲律宾为法国医生非政府组织工作。
\
• 法国巴黎七大医学院毕业生
\
• 专攻热带医学
\
• 曾在法国Hôpitaux de Paris医院实习
\
• 法国巴黎科钦医院热带医学专家",\N,\N,86,GEN,"es,fr,en",Amicare Test Hospital,,,
92,JIANG,江,Rong,荣,zh,\N,"********** DEMO **********
\
Le Docteur JIANG Rong est diplômé de la Faculté de médecine de l'Université de Shanghai. Il possède plus de 15 ans d'expérience en urologie. Il a travaillé au Japon et aux Etats-Unis.
\
• PhD, Urologie, Shanghai University
\
• Post-doctorat, University of California (USA)
\
• Chirurgien spécialiste, Hôpital de Tokyo, Japon","********** DEMO **********
\
Dr Jiang Rong is graduated from Shanghai University, School of Medecine. He has more than 15 years of experience in urology.
\
• PhD, Urology, Shanghai University
\
• Post-doctoral program, University of California (USA)
\
• Specialist surgeon, Tokyo Hospital, Japan","********** 测试 **********
\
江荣医生毕业于上海大学医学院。拥有15年以上的泌尿科经验。
\
• 上海大学泌尿学科博士学位
\
• 在美国加洲大学进行博士后研究
\
• 日本东京医院外科专家",\N,\N,86,URO,"ja,en,zh",Amicare Test Hospital,,,
93,CAI,蔡,Jian Long,建龙,zh,M,"********** DEMO **********
\
Le Dr CAI est diplômé de la faculté de médecine de Paris et possède une longue expérience.","********** DEMO **********
\
Dr CAI is graduated from Beijing School of Medicine and has a long experience.","********** 测试 **********
\
蔡建龙医生毕业于北京学派医学院。有 多年经验。",,\N,86,CAR,"en,zh",Amicare Test Hospital,,,
94,CHAN,陈,Mary,马丽,us,F,"********** DEMO **********
\
Le Dr CHAN est diplômée de la faculté de médecine de New York et possède une longue expérience.","********** DEMO **********
\
Dr CHAN is graduated from New York School of Medicine and has a long experience.","********** 测试 **********
\
陈医生毕业于纽约学派医学院。有 多年经验。",\N,\N,86,GEN,"zh,en",Amicare Test Hospital,,,
95,WANG,王,Xiu Wen,秀文,zh,F,"********** DEMO **********
\
Le Dr WANG est diplômée de la faculté de médecine de Shanghai et possède une longue expérience.","********** DEMO **********
\
Dr WANG is graduated from Shanghai School of Medicine and has a long experience.","********** 测试 **********
\
王医生毕业于上海学派医学院。有 多年经验。",\N,\N,86,DER,"zh,en",Amicare Test Hospital,,,
96,YANG,杨,Mei Ling,美玲,zh,F,"********** DEMO **********
\
Le Dr YANG est diplômée de la faculté de médecine du Hunan et possède une longue expérience.","********** DEMO **********
\
Dr YANG is graduated from Hunan School of Medicine and has a long experience.","********** 测试 **********
\
杨医生毕业于湖南学派医学院。有 多年经验。",\N,\N,86,CHIN,"zh,en",Amicare Test Hospital,,,
97,HIRSCH,,Christina,,de,F,"********** DEMO **********
\
Le Dr HIRSCH est diplômée de la faculté de médecine de Berlin et possède une longue expérience.","********** DEMO **********
\
Dr HIRSCH is graduated from Berlin School of medicine and has a long experience.","********** 测试 **********
\
HIRSCH医生毕业于柏林学派医学院。有 多年经验。",\N,\N,86,OPH,"de,en",Amicare Test Hospital,,,
